,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
13401,SNTUSDT,ENAUSDT,0.04,-3.42,-3.37,0.05,17
13402,SNTUSDT,FARTCOINUSDT,0.04,-3.43,-3.37,0.04,17
5265,DGBUSDT,GTCUSDT,0.03,-3.52,-3.37,0.02,17
13404,SNTUSDT,HFTUSDT,0.0,-4.19,-3.37,0.26,17
1982,AI16ZUSDT,MEMEUSDT,0.04,-3.43,-3.37,90.87,17
3457,BNBUSDT,ANIMEUSDT,0.04,-3.4,-3.37,13936.89,17
1981,AI16ZUSDT,MBLUSDT,0.0,-4.24,-3.37,200.91,17
5246,DGBUSDT,FDUSDUSDT,0.01,-3.83,-3.37,0.01,17
1968,AI16ZUSDT,BOMEUSDT,0.04,-3.4,-3.37,193.12,17
5244,DGBUSDT,FARTCOINUSDT,0.0,-4.67,-3.37,0.01,17
5230,DGBUSDT,CVXUSDT,0.02,-3.7,-3.37,0.0,17
1976,AI16ZUSDT,HBARUSDT,0.01,-3.88,-3.37,2.09,17
5219,DGBUSDT,CGPTUSDT,0.01,-3.92,-3.37,0.05,17
434,10000COQUSDT,JOEUSDT,0.0,-5.2,-3.37,0.03,17
5216,DGBUSDT,BUZZUSDT,0.01,-3.97,-3.37,0.14,17
1973,AI16ZUSDT,CVCUSDT,0.03,-3.56,-3.37,4.69,17
5208,DGBUSDT,BIGTIMEUSDT,0.02,-3.6,-3.37,0.12,17
13453,SPECUSDT,AI16ZUSDT,0.02,-3.73,-3.37,7.76,17
1992,AIOZUSDT,AGLDUSDT,0.02,-3.64,-3.37,0.5,17
13377,SLFUSDT,VANRYUSDT,0.01,-3.97,-3.37,3.26,17
10775,ORDERUSDT,CROUSDT,0.01,-3.94,-3.37,1.78,17
5307,DGBUSDT,MANEKIUSDT,0.01,-4.05,-3.37,3.28,17
13325,SLFUSDT,ROSEUSDT,0.02,-3.75,-3.37,3.86,17
3415,BLURUSDT,ANIMEUSDT,0.04,-3.39,-3.37,3.83,17
499,10000COQUSDT,ORDERUSDT,0.0,-4.11,-3.37,0.04,17
5367,DGBUSDT,RIFSOLUSDT,0.01,-4.06,-3.37,1.31,17
5366,DGBUSDT,REZUSDT,0.05,-3.37,-3.37,0.44,17
8829,LINKUSDT,NULSUSDT,0.0,-4.66,-3.37,74.4,17
13346,SLFUSDT,SPXUSDT,0.04,-3.43,-3.37,0.2,17
10821,OSMOUSDT,PNUTUSDT,0.04,-3.42,-3.37,1.5,17
13348,SLFUSDT,STEEMUSDT,0.04,-3.46,-3.37,1.11,17
10817,OSMOUSDT,KDAUSDT,0.02,-3.66,-3.37,0.52,17
10814,OSMOUSDT,HPOS10IUSDT,0.0,-4.2,-3.37,2.83,17
5337,DGBUSDT,ONEUSDT,0.04,-3.47,-3.37,0.55,17
13354,SLFUSDT,SUNDOGUSDT,0.0,-4.32,-3.37,4.33,17
1369,1000XUSDT,AI16ZUSDT,0.01,-3.89,-3.37,0.14,17
3433,BLURUSDT,POWRUSDT,0.02,-3.76,-3.37,0.72,17
3437,BLURUSDT,TWTUSDT,0.02,-3.6,-3.37,0.18,17
3438,BLURUSDT,VANRYUSDT,0.01,-4.01,-3.37,2.57,17
3439,BLURUSDT,VIRTUALUSDT,0.04,-3.4,-3.37,0.09,17
13365,SLFUSDT,THETAUSDT,0.02,-3.74,-3.37,0.12,17
13470,SPECUSDT,SLPUSDT,0.04,-3.42,-3.37,1776.88,17
13471,SPECUSDT,SPELLUSDT,0.01,-3.9,-3.37,3324.46,17
9104,LSKUSDT,RAYDIUMUSDT,0.04,-3.38,-3.37,0.12,17
13572,STORJUSDT,1000RATSUSDT,0.0,-4.13,-3.37,14.1,17
9047,LSKUSDT,BBUSDT,0.02,-3.6,-3.37,3.24,17
10662,ORBSUSDT,MYROUSDT,0.01,-4.04,-3.37,0.83,17
1928,AGIUSDT,PAXGUSDT,0.0,-4.77,-3.37,0.0,17
9058,LSKUSDT,DOGSUSDT,0.02,-3.65,-3.37,2982.43,17
9063,LSKUSDT,FARTCOINUSDT,0.01,-3.84,-3.37,0.84,17
10651,ORBSUSDT,MEWUSDT,0.04,-3.44,-3.37,6.06,17
10646,ORBSUSDT,MEMEFIUSDT,0.03,-3.52,-3.37,12.3,17
10645,ORBSUSDT,MBOXUSDT,0.01,-3.82,-3.37,0.19,17
10643,ORBSUSDT,MAVUSDT,0.03,-3.58,-3.37,0.21,17
13574,STORJUSDT,BLASTUSDT,0.03,-3.48,-3.37,73.97,17
8959,LPTUSDT,SCRUSDT,0.02,-3.74,-3.37,16.74,17
5037,CYBERUSDT,SPECUSDT,0.01,-3.79,-3.37,0.5,17
9088,LSKUSDT,NEARUSDT,0.0,-4.14,-3.37,0.19,17
330,10000COQUSDT,BOMEUSDT,0.0,-5.22,-3.37,2.72,17
9099,LSKUSDT,PONKEUSDT,0.01,-3.78,-3.37,5.14,17
5013,CVXUSDT,SNTUSDT,0.01,-3.9,-3.37,80.43,17
13595,STRKUSDT,ACEUSDT,0.04,-3.39,-3.37,0.24,17
5010,CVXUSDT,SCRTUSDT,0.01,-3.9,-3.37,9.83,17
13597,STRKUSDT,BLURUSDT,0.03,-3.48,-3.37,1.9,17
9102,LSKUSDT,PYTHUSDT,0.04,-3.47,-3.37,3.03,17
5088,DATAUSDT,1000000MOGUSDT,0.02,-3.6,-3.37,0.03,17
13537,STMXUSDT,HPOS10IUSDT,0.04,-3.4,-3.37,0.04,17
13535,STMXUSDT,GIGAUSDT,0.01,-3.81,-3.37,0.09,17
9034,LSKUSDT,1000BONKUSDT,0.04,-3.4,-3.37,33.92,17
10749,ORBSUSDT,VELOUSDT,0.0,-4.15,-3.37,1.21,17
8963,LPTUSDT,VIRTUALUSDT,0.02,-3.7,-3.37,5.38,17
8964,LQTYUSDT,10000000AIDOGEUSDT,0.03,-3.55,-3.37,813.22,17
8965,LQTYUSDT,1000000BABYDOGEUSDT,0.04,-3.41,-3.37,730.05,17
3484,BNBUSDT,FARTCOINUSDT,0.01,-4.02,-3.37,646.75,17
10742,ORBSUSDT,UMAUSDT,0.02,-3.62,-3.37,0.01,17
8984,LQTYUSDT,KDAUSDT,0.03,-3.53,-3.37,1.99,17
1954,AGIUSDT,STEEMUSDT,0.01,-3.85,-3.37,0.61,17
1951,AGIUSDT,SOLUSDT,0.02,-3.69,-3.37,0.0,17
3492,BNBUSDT,FUSDT,0.01,-4.1,-3.37,16096.5,17
10717,ORBSUSDT,SNTUSDT,0.0,-4.35,-3.37,0.68,17
5136,DENTUSDT,ENAUSDT,0.02,-3.72,-3.37,0.0,17
9000,LQTYUSDT,RPLUSDT,0.03,-3.56,-3.37,0.18,17
5132,DEGENUSDT,TWTUSDT,0.03,-3.55,-3.37,0.01,17
10707,ORBSUSDT,RVNUSDT,0.04,-3.45,-3.37,1.48,17
13517,STMXUSDT,ACXUSDT,0.04,-3.46,-3.37,0.01,17
5109,DATAUSDT,SOLVUSDT,0.01,-4.0,-3.37,0.58,17
13525,STMXUSDT,DEEPUSDT,0.03,-3.57,-3.37,0.02,17
9025,LRCUSDT,MEUSDT,0.02,-3.62,-3.37,0.09,17
4652,CROUSDT,VRUSDT,0.01,-3.96,-3.37,13.96,17
9391,MAXUSDT,AEVOUSDT,0.03,-3.53,-3.37,0.49,17
4649,CROUSDT,VELOUSDT,0.0,-4.64,-3.37,5.94,17
14219,VANAUSDT,LUCEUSDT,0.04,-3.42,-3.37,862.26,17
4201,CHILLGUYUSDT,POLYXUSDT,0.01,-3.78,-3.37,0.25,17
3850,C98USDT,NEARUSDT,0.03,-3.56,-3.37,0.03,17
4191,CHILLGUYUSDT,MAVUSDT,0.0,-4.77,-3.37,0.45,17
4188,CHILLGUYUSDT,LSKUSDT,0.04,-3.4,-3.37,0.07,17
3866,CAKEUSDT,CVXUSDT,0.01,-3.99,-3.37,0.62,17
10096,NKNUSDT,ETHFIUSDT,0.03,-3.55,-3.37,0.05,17
4171,CHILLGUYUSDT,DOGEUSDT,0.01,-3.77,-3.37,0.18,17
4170,CHILLGUYUSDT,DATAUSDT,0.04,-3.42,-3.37,1.8,17
4169,CHILLGUYUSDT,CVCUSDT,0.02,-3.6,-3.37,0.42,17
10090,NFPUSDT,SCRUSDT,0.02,-3.72,-3.37,0.29,17
9796,MEWUSDT,PONKEUSDT,0.02,-3.76,-3.37,0.03,17
1515,ACTUSDT,FIREUSDT,0.02,-3.6,-3.37,0.91,17
1516,ACTUSDT,FXSUSDT,0.02,-3.64,-3.37,0.07,17
4151,CHESSUSDT,SLPUSDT,0.03,-3.49,-3.37,52.71,17
76,1000000BABYDOGEUSDT,THEUSDT,0.0,-4.25,-3.37,0.0,17
4140,CHESSUSDT,ORBSUSDT,0.04,-3.46,-3.37,5.69,17
4136,CHESSUSDT,NEARUSDT,0.04,-3.4,-3.37,0.03,17
4129,CHESSUSDT,LPTUSDT,0.04,-3.43,-3.37,0.01,17
4128,CHESSUSDT,LOOKSUSDT,0.01,-3.9,-3.37,4.65,17
65,1000000BABYDOGEUSDT,SANDUSDT,0.01,-4.08,-3.37,0.0,17
10112,NKNUSDT,USDCUSDT,0.03,-3.58,-3.37,0.08,17
3847,C98USDT,MASKUSDT,0.0,-4.66,-3.37,0.05,17
3843,C98USDT,KNCUSDT,0.03,-3.49,-3.37,0.24,17
10117,NMRUSDT,DOTUSDT,0.01,-3.86,-3.37,2.08,17
94,1000000MOGUSDT,LSKUSDT,0.02,-3.74,-3.37,1.4,17
4272,CLOUDUSDT,10000000AIDOGEUSDT,0.02,-3.66,-3.37,76.73,17
4268,CKBUSDT,SCUSDT,0.0,-4.51,-3.37,1.65,17
10131,NMRUSDT,VTHOUSDT,0.03,-3.55,-3.37,2395.76,17
4266,CKBUSDT,PROMUSDT,0.03,-3.56,-3.37,0.0,17
4264,CKBUSDT,NOTUSDT,0.0,-4.23,-3.37,1.89,17
9710,MDTUSDT,SWELLUSDT,0.04,-3.4,-3.37,2.3,17
1500,ACEUSDT,VIRTUALUSDT,0.02,-3.61,-3.37,0.7,17
10126,NMRUSDT,SUSHIUSDT,0.04,-3.42,-3.37,10.16,17
10125,NMRUSDT,SUSDT,0.0,-4.26,-3.37,24.58,17
4256,CKBUSDT,FIDAUSDT,0.01,-4.0,-3.37,0.04,17
4255,CKBUSDT,CROUSDT,0.02,-3.72,-3.37,0.06,17
3805,BSWUSDT,HPOS10IUSDT,0.02,-3.65,-3.37,0.39,17
3810,BSWUSDT,RPLUSDT,0.02,-3.6,-3.37,0.01,17
14200,UXLINKUSDT,MOTHERUSDT,0.04,-3.46,-3.37,59.48,17
1632,ACXUSDT,USDCUSDT,0.01,-3.95,-3.37,0.41,17
3828,C98USDT,ENAUSDT,0.04,-3.4,-3.37,0.16,17
9733,MEMEUSDT,PONKEUSDT,0.01,-3.97,-3.37,0.04,17
3830,C98USDT,FARTCOINUSDT,0.02,-3.74,-3.37,0.12,17
4121,CHESSUSDT,HOTUSDT,0.01,-3.8,-3.37,74.35,17
54,1000000BABYDOGEUSDT,LSKUSDT,0.02,-3.72,-3.37,0.0,17
4285,COMBOUSDT,FLOWUSDT,0.04,-3.46,-3.37,0.53,17
9967,MTLUSDT,ICXUSDT,0.02,-3.73,-3.37,7.19,17
10014,MYRIAUSDT,FLOCKUSDT,0.02,-3.65,-3.37,0.02,17
10011,MYRIAUSDT,AIXBTUSDT,0.0,-4.8,-3.37,0.0,17
4029,CFXUSDT,MOTHERUSDT,0.04,-3.42,-3.37,10.99,17
1590,ACXUSDT,KASUSDT,0.02,-3.75,-3.37,3.24,17
3932,CELOUSDT,FARTCOINUSDT,0.04,-3.47,-3.37,0.52,17
9992,MTLUSDT,USDCUSDT,0.04,-3.47,-3.37,1.13,17
9989,MTLUSDT,SXPUSDT,0.03,-3.56,-3.37,3.94,17
9986,MTLUSDT,STORJUSDT,0.02,-3.69,-3.37,2.67,17
9881,MONUSDT,NEOUSDT,0.04,-3.41,-3.37,0.0,17
14334,WAVESUSDT,L3USDT,0.03,-3.53,-3.37,13.0,17
3913,CATIUSDT,SOLUSDT,0.03,-3.51,-3.37,0.0,17
9959,MTLUSDT,FARTCOINUSDT,0.01,-3.89,-3.37,1.1,17
1577,ACXUSDT,FTNUSDT,0.02,-3.62,-3.37,0.11,17
3976,CFXUSDT,10000SATSUSDT,0.01,-3.91,-3.37,115.44,17
3972,CETUSUSDT,TAIUSDT,0.04,-3.44,-3.37,0.78,17
1573,ACXUSDT,FDUSDUSDT,0.04,-3.47,-3.37,0.41,17
9931,MOVRUSDT,HPOS10IUSDT,0.01,-3.99,-3.37,67.13,17
3948,CELOUSDT,LSKUSDT,0.04,-3.42,-3.37,0.62,17
3949,CELOUSDT,MASKUSDT,0.0,-4.89,-3.37,0.24,17
9929,MOVRUSDT,AUDIOUSDT,0.04,-3.38,-3.37,72.09,17
4042,CFXUSDT,PIRATEUSDT,0.04,-3.38,-3.37,1.74,17
4045,CFXUSDT,QNTUSDT,0.02,-3.67,-3.37,0.0,17
1596,ACXUSDT,LTCUSDT,0.0,-4.27,-3.37,0.0,17
14281,VRAUSDT,ALUUSDT,0.03,-3.53,-3.37,0.03,17
14249,VELOUSDT,PNUTUSDT,0.03,-3.5,-3.37,0.08,17
4100,CHESSUSDT,DASHUSDT,0.05,-3.37,-3.37,0.0,17
10057,NEARUSDT,PYTHUSDT,0.01,-3.83,-3.37,16.01,17
4092,CHESSUSDT,ARKMUSDT,0.0,-4.57,-3.37,0.13,17
1530,ACTUSDT,OGNUSDT,0.04,-3.39,-3.37,2.04,17
10039,NEARUSDT,1000000MOGUSDT,0.01,-3.81,-3.37,3.75,17
4083,CGPTUSDT,SLERFUSDT,0.0,-4.13,-3.37,1.45,17
14258,VIDTUSDT,OGUSDT,0.05,-3.37,-3.37,0.01,17
41,1000000BABYDOGEUSDT,FLOWUSDT,0.01,-4.01,-3.37,0.0,17
4078,CGPTUSDT,POLUSDT,0.01,-3.8,-3.37,0.54,17
10031,MYROUSDT,VIRTUALUSDT,0.0,-4.2,-3.37,0.02,17
3922,CELOUSDT,ALICEUSDT,0.04,-3.4,-3.37,0.57,17
4072,CGPTUSDT,HBARUSDT,0.01,-3.78,-3.37,0.71,17
4071,CGPTUSDT,FIREUSDT,0.02,-3.61,-3.37,1.06,17
9819,MINAUSDT,GOATUSDT,0.03,-3.55,-3.37,2.26,17
10029,MYROUSDT,SONICUSDT,0.04,-3.39,-3.37,0.07,17
9825,MINAUSDT,MYRIAUSDT,0.02,-3.6,-3.37,200.5,17
10026,MYROUSDT,RADUSDT,0.0,-5.16,-3.37,0.03,17
4052,CFXUSDT,SDUSDT,0.04,-3.47,-3.37,0.17,17
10143,NOTUSDT,FOXYUSDT,0.02,-3.65,-3.37,0.65,17
1642,ADAUSDT,10000SATSUSDT,0.02,-3.71,-3.37,713.25,17
9407,MAXUSDT,AVAXUSDT,0.04,-3.46,-3.37,0.0,17
9512,MAXUSDT,NEOUSDT,0.02,-3.75,-3.37,0.01,17
9495,MAXUSDT,LUNA2USDT,0.04,-3.43,-3.37,0.4,17
9498,MAXUSDT,MANTAUSDT,0.02,-3.66,-3.37,0.21,17
143,1000000PEIPEIUSDT,CROUSDT,0.01,-3.99,-3.37,0.39,17
3692,BOMEUSDT,POWRUSDT,0.03,-3.57,-3.37,0.01,17
1721,ADAUSDT,ORDERUSDT,0.03,-3.47,-3.37,4.02,17
13990,TWTUSDT,IDEXUSDT,0.01,-3.89,-3.37,22.03,17
13993,TWTUSDT,IOTAUSDT,0.0,-4.44,-3.37,3.38,17
138,1000000PEIPEIUSDT,CHILLGUYUSDT,0.02,-3.65,-3.37,0.87,17
10299,NSUSDT,UROUSDT,0.02,-3.66,-3.37,27.14,17
3695,BOMEUSDT,SCUSDT,0.01,-4.09,-3.37,0.66,17
1706,ADAUSDT,MANEKIUSDT,0.03,-3.59,-3.37,286.81,17
3700,BOMEUSDT,VIRTUALUSDT,0.0,-4.81,-3.37,0.0,17
9525,MAXUSDT,PENDLEUSDT,0.01,-3.96,-3.37,0.04,17
14012,TWTUSDT,MANAUSDT,0.03,-3.5,-3.37,2.3,17
14017,TWTUSDT,MAVUSDT,0.0,-4.11,-3.37,7.91,17
4479,COWUSDT,RADUSDT,0.0,-4.83,-3.37,0.54,17
14018,TWTUSDT,MBLUSDT,0.0,-4.18,-3.37,315.01,17
1708,ADAUSDT,MAXUSDT,0.01,-3.86,-3.37,7.34,17
9530,MAXUSDT,PORTALUSDT,0.03,-3.51,-3.37,0.63,17
4473,COWUSDT,LQTYUSDT,0.02,-3.63,-3.37,0.37,17
9494,MAXUSDT,LUMIAUSDT,0.01,-3.83,-3.37,0.15,17
13975,TWTUSDT,FUSDT,0.0,-4.74,-3.37,24.4,17
9489,MAXUSDT,LOOKSUSDT,0.03,-3.54,-3.37,3.94,17
4543,CROUSDT,HBARUSDT,0.0,-5.18,-3.37,0.42,17
10354,OGNUSDT,AVAXUSDT,0.01,-3.78,-3.37,0.0,17
160,1000000PEIPEIUSDT,GRASSUSDT,0.01,-3.81,-3.37,0.03,17
10353,OGNUSDT,10000SATSUSDT,0.01,-3.89,-3.37,70.85,17
4611,CROUSDT,PONKEUSDT,0.04,-3.43,-3.37,0.77,17
9426,MAXUSDT,CHZUSDT,0.0,-4.13,-3.37,1.83,17
9431,MAXUSDT,CRVUSDT,0.01,-4.01,-3.37,0.17,17
13922,TWTUSDT,ARKUSDT,0.02,-3.7,-3.37,2.0,17
4595,CROUSDT,NTRNUSDT,0.02,-3.62,-3.37,0.47,17
4591,CROUSDT,MYRIAUSDT,0.02,-3.74,-3.37,56.58,17
1758,AERGOUSDT,FARTCOINUSDT,0.01,-3.9,-3.37,0.1,17
10332,NULSUSDT,EGLDUSDT,0.04,-3.44,-3.37,0.01,17
4579,CROUSDT,MERLUSDT,0.0,-4.46,-3.37,0.93,17
4578,CROUSDT,MEMEFIUSDT,0.0,-4.93,-3.37,60.53,17
13934,TWTUSDT,BBUSDT,0.01,-3.85,-3.37,3.8,17
1457,ACEUSDT,1000RATSUSDT,0.02,-3.71,-3.37,48.15,17
10322,NTRNUSDT,PNUTUSDT,0.03,-3.53,-3.37,1.06,17
1739,ADAUSDT,THETAUSDT,0.01,-3.91,-3.37,0.49,17
3678,BOMEUSDT,CVCUSDT,0.0,-4.25,-3.37,0.02,17
9477,MAXUSDT,IOTXUSDT,0.03,-3.52,-3.37,4.09,17
14021,TWTUSDT,MEMEFIUSDT,0.03,-3.58,-3.37,471.03,17
4470,COWUSDT,HOOKUSDT,0.03,-3.48,-3.37,2.04,17
4293,COMBOUSDT,LSKUSDT,0.04,-3.38,-3.37,0.39,17
4346,COMPUSDT,MYROUSDT,0.0,-4.91,-3.37,2179.35,17
9621,MBLUSDT,VELOUSDT,0.01,-3.97,-3.37,0.15,17
1665,ADAUSDT,CHILLGUYUSDT,0.02,-3.66,-3.37,16.13,17
14097,TWTUSDT,UXLINKUSDT,0.04,-3.41,-3.37,1.24,17
1664,ADAUSDT,CGPTUSDT,0.03,-3.56,-3.37,4.25,17
4358,COMPUSDT,RIFSOLUSDT,0.03,-3.56,-3.37,8537.91,17
4354,COMPUSDT,PYTHUSDT,0.04,-3.42,-3.37,244.11,17
9632,MBOXUSDT,EDUUSDT,0.04,-3.45,-3.37,0.3,17
1662,ADAUSDT,BNBUSDT,0.02,-3.72,-3.37,0.0,17
10206,NSUSDT,CROUSDT,0.04,-3.38,-3.37,1.68,17
9639,MBOXUSDT,IOTAUSDT,0.04,-3.43,-3.37,0.46,17
9534,MAXUSDT,QIUSDT,0.03,-3.58,-3.37,9.5,17
9640,MBOXUSDT,KSMUSDT,0.04,-3.41,-3.37,0.01,17
10203,NSUSDT,CGPTUSDT,0.04,-3.44,-3.37,0.99,17
4338,COMPUSDT,MANEKIUSDT,0.0,-4.44,-3.37,21311.36,17
10201,NSUSDT,BUZZUSDT,0.02,-3.63,-3.37,2.9,17
9666,MDTUSDT,ALUUSDT,0.02,-3.7,-3.37,0.46,17
4316,COMPUSDT,BEAMUSDT,0.04,-3.44,-3.37,4425.28,17
10159,NOTUSDT,STGUSDT,0.0,-4.14,-3.37,0.01,17
99,1000000MOGUSDT,TROYUSDT,0.05,-3.37,-3.37,676.16,17
96,1000000MOGUSDT,SCUSDT,0.03,-3.55,-3.37,237.52,17
4367,COMPUSDT,VELOUSDT,0.01,-3.93,-3.37,3181.51,17
9610,MBLUSDT,PNUTUSDT,0.03,-3.48,-3.37,0.01,17
9605,MBLUSDT,LAIUSDT,0.01,-3.83,-3.37,0.4,17
4394,COOKUSDT,STEEMUSDT,0.03,-3.55,-3.37,0.1,17
9535,MAXUSDT,QNTUSDT,0.0,-4.18,-3.37,0.0,17
4462,COWUSDT,1000CATUSDT,0.05,-3.37,-3.37,35.2,17
3710,BRETTUSDT,AUCTIONUSDT,0.05,-3.37,-3.37,0.01,17
4457,COTIUSDT,KAVAUSDT,0.01,-3.99,-3.37,0.22,17
14030,TWTUSDT,MOTHERUSDT,0.01,-3.83,-3.37,73.61,17
3717,BRETTUSDT,COMBOUSDT,0.0,-4.17,-3.37,0.24,17
1694,ADAUSDT,HOTUSDT,0.02,-3.7,-3.37,462.29,17
9556,MAXUSDT,SOLOUSDT,0.04,-3.42,-3.37,0.29,17
9557,MAXUSDT,SPXUSDT,0.02,-3.75,-3.37,0.11,17
10274,NSUSDT,PROSUSDT,0.01,-3.97,-3.37,0.49,17
4425,COSUSDT,HPOS10IUSDT,0.0,-4.29,-3.37,0.04,17
3734,BRETTUSDT,LPTUSDT,0.04,-3.4,-3.37,0.01,17
3735,BRETTUSDT,LUCEUSDT,0.04,-3.47,-3.37,7.61,17
14045,TWTUSDT,ORDERUSDT,0.04,-3.46,-3.37,4.34,17
4410,COSUSDT,BEAMUSDT,0.01,-4.0,-3.37,0.39,17
4405,COSUSDT,ACEUSDT,0.04,-3.46,-3.37,0.0,17
14053,TWTUSDT,PIRATEUSDT,0.01,-3.82,-3.37,11.65,17
4398,COREUSDT,NEIROETHUSDT,0.0,-4.58,-3.37,30.64,17
1671,ADAUSDT,DEEPUSDT,0.03,-3.54,-3.37,3.72,17
13314,SLFUSDT,PROMUSDT,0.01,-4.03,-3.37,0.05,17
7309,GOMININGUSDT,COMPUSDT,0.01,-4.09,-3.37,0.01,17
8516,IOTXUSDT,STORJUSDT,0.01,-4.03,-3.37,0.07,17
13258,SLFUSDT,MAVUSDT,0.0,-4.28,-3.37,1.82,17
11111,POLYXUSDT,POWRUSDT,0.0,-4.53,-3.37,0.91,17
8598,KAIAUSDT,ORDERUSDT,0.02,-3.61,-3.37,0.82,17
5980,FDUSDUSDT,ALCHUSDT,0.02,-3.65,-3.37,21.8,17
8734,KSMUSDT,ENAUSDT,0.02,-3.61,-3.37,34.18,17
5499,DOGEUSDT,CGPTUSDT,0.01,-4.11,-3.37,1.49,17
5706,DYMUSDT,SWARMSUSDT,0.02,-3.63,-3.37,11.74,17
2062,AKTUSDT,KDAUSDT,0.02,-3.68,-3.37,3.4,17
8413,IMXUSDT,VIRTUALUSDT,0.03,-3.5,-3.37,0.54,17
8603,KAIAUSDT,RIFSOLUSDT,0.0,-4.16,-3.37,23.41,17
13238,SLFUSDT,KSMUSDT,0.02,-3.64,-3.37,0.01,17
10996,PERPUSDT,KAVAUSDT,0.0,-4.68,-3.37,1.42,17
5975,FDUSDUSDT,AI16ZUSDT,0.02,-3.69,-3.37,1.5,17
3275,BEAMUSDT,PROMUSDT,0.01,-4.09,-3.37,0.0,17
3279,BEAMUSDT,VIRTUALUSDT,0.0,-4.68,-3.37,0.01,17
5516,DOGEUSDT,GOATUSDT,0.0,-4.72,-3.37,1.61,17
5695,DYDXUSDT,HPOS10IUSDT,0.02,-3.6,-3.37,7.69,17
5872,ETHFIUSDT,IOSTUSDT,0.01,-3.82,-3.37,266.4,17
5519,DOGEUSDT,HBARUSDT,0.01,-3.9,-3.37,1.06,17
5694,DYDXUSDT,GNOUSDT,0.0,-5.32,-3.37,0.0,17
13230,SLFUSDT,JUSDT,0.01,-3.92,-3.37,0.77,17
11100,POLYXUSDT,ACEUSDT,0.05,-3.37,-3.37,0.16,17
5967,FDUSDUSDT,ACEUSDT,0.01,-3.8,-3.37,0.69,17
8483,IOTXUSDT,CHILLGUYUSDT,0.02,-3.75,-3.37,0.54,17
3271,BEAMUSDT,NEARUSDT,0.02,-3.75,-3.37,0.0,17
3267,BEAMUSDT,FUSDT,0.02,-3.6,-3.37,0.38,17
8480,IOTXUSDT,1000RATSUSDT,0.02,-3.67,-3.37,1.04,17
8738,KSMUSDT,HPOS10IUSDT,0.01,-3.8,-3.37,184.16,17
3138,BANDUSDT,BEAMUSDT,0.02,-3.62,-3.37,74.2,17
2205,ALPACAUSDT,RDNTUSDT,0.05,-3.37,-3.37,2.88,17
10915,PEAQUSDT,JUSDT,0.02,-3.6,-3.37,1.12,17
3356,BIOUSDT,BRETTUSDT,0.02,-3.6,-3.37,2.85,17
3355,BIOUSDT,10000WHYUSDT,0.03,-3.49,-3.37,343.87,17
8750,KSMUSDT,THEUSDT,0.04,-3.42,-3.37,36.96,17
1341,1000XECUSDT,RVNUSDT,0.02,-3.63,-3.37,1.78,17
2043,AKTUSDT,BSVUSDT,0.01,-3.83,-3.37,0.05,17
5841,ETCUSDT,SAGAUSDT,0.02,-3.71,-3.37,23.15,17
13271,SLFUSDT,MONUSDT,0.04,-3.39,-3.37,3.67,17
5740,EDUUSDT,SEIUSDT,0.02,-3.73,-3.37,1.42,17
617,10000QUBICUSDT,1000APUUSDT,0.03,-3.47,-3.37,0.06,17
662,10000QUBICUSDT,ENAUSDT,0.04,-3.4,-3.37,0.03,17
5731,EDUUSDT,ORCAUSDT,0.0,-4.42,-3.37,0.16,17
8504,IOTXUSDT,MTLUSDT,0.0,-4.59,-3.37,0.03,17
3257,BCHUSDT,TUSDT,0.01,-3.79,-3.37,17077.77,17
8499,IOTXUSDT,LSKUSDT,0.01,-4.01,-3.37,0.04,17
5851,ETCUSDT,TUSDT,0.02,-3.66,-3.37,1048.9,17
10919,PEAQUSDT,L3USDT,0.01,-3.77,-3.37,2.87,17
11004,PERPUSDT,SCRUSDT,0.01,-4.1,-3.37,0.94,17
5854,ETCUSDT,VETUSDT,0.03,-3.55,-3.37,573.7,17
10923,PEAQUSDT,LUCEUSDT,0.02,-3.6,-3.37,32.23,17
2051,AKTUSDT,FARTCOINUSDT,0.01,-3.95,-3.37,2.49,17
2160,ALICEUSDT,GLMRUSDT,0.0,-4.35,-3.37,5.56,17
2168,ALICEUSDT,MASKUSDT,0.0,-5.06,-3.37,0.42,17
13074,SLFUSDT,10000SATSUSDT,0.01,-3.99,-3.37,177.41,17
3304,BIGTIMEUSDT,1000BONKUSDT,0.01,-3.94,-3.37,3.51,17
1322,1000XECUSDT,MEUSDT,0.03,-3.57,-3.37,0.02,17
3336,BIGTIMEUSDT,PNUTUSDT,0.0,-4.83,-3.37,0.34,17
13179,SLFUSDT,ETHFIUSDT,0.01,-3.91,-3.37,0.15,17
13139,SLFUSDT,CELOUSDT,0.04,-3.43,-3.37,0.43,17
8460,IOTAUSDT,MASKUSDT,0.0,-4.17,-3.37,0.13,17
5906,ETHUSDT,PERPUSDT,0.04,-3.41,-3.37,5132.19,17
3333,BIGTIMEUSDT,MYROUSDT,0.01,-4.04,-3.37,2.8,17
13142,SLFUSDT,CHESSUSDT,0.04,-3.43,-3.37,1.55,17
5579,DOGEUSDT,USDEUSDT,0.01,-3.83,-3.37,0.33,17
3147,BANDUSDT,SOLVUSDT,0.01,-3.92,-3.37,21.05,17
13166,SLFUSDT,DOGSUSDT,0.01,-3.92,-3.37,804.57,17
5586,DOGSUSDT,CHILLGUYUSDT,0.04,-3.41,-3.37,0.0,17
